Landkreis;Crop;Variety;A_ha;P_per_A;P_t;Year
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;316.3;NA;2001-2006
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;52.2;NA;2001-2006
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;56.4;NA;2001-2006
Oberhavel;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;53;NA;2001-2006
Oberhavel;Getreide;Brotgetreide zusammen;NA;40.7;NA;2001-2006
Oberhavel;Getreide;Futter- und Industriegetreide;NA;39.3;NA;2001-2006
Oberhavel;Getreide;Gerste zusammen;NA;43.4;NA;2001-2006
Oberhavel;Getreide;Getreide insgesamt;NA;40.7;NA;2001-2006
Oberhavel;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Oberhavel;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;40;NA;2001-2006
Oberhavel;Getreide;Hafer;NA;31.4;NA;2001-2006
Oberhavel;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;71.8;NA;2001-2006
Oberhavel;Getreide;Roggen;NA;39.6;NA;2001-2006
Oberhavel;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Oberhavel;Getreide;Sommergerste;NA;28. Mrz;NA;2001-2006
Oberhavel;Getreide;Triticale;NA;39.5;NA;2001-2006
Oberhavel;Getreide;Weizen zusammen;NA;45.1;NA;2001-2006
Oberhavel;Getreide;Wintergerste;NA;45.7;NA;2001-2006
Oberhavel;Getreide;Winterweizen einschl. Dinkel;NA;45.2;NA;2001-2006
Oberhavel;Hackfruechte;Kartoffeln zusammen;NA;291.5;NA;2001-2006
Oberhavel;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;292.7;NA;2001-2006
Oberhavel;Hackfruechte;Zuckerrueben;NA;481.2;NA;2001-2006
Oberhavel;Huelsenfruechte;Erbsen;NA;19. Jun;NA;2001-2006
Oberhavel;Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Oberhavel;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Oberhavel;Oelfruechte;Sonnenblumen;NA;16. Aug;NA;2001-2006
Oberhavel;Oelfruechte;Winterraps;NA;26. Jul;NA;2001-2006
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;50.5;NA;2001-2006
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;61.7;NA;2001-2006
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;52;NA;2001-2006
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;341.6;NA;2001-2006
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;68.8;NA;2001-2006
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;59.1;NA;2001-2006
Oberspreewald-Lausitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;65.1;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Brotgetreide zusammen;NA;38.5;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Futter- und Industriegetreide;NA;34.8;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Gerste zusammen;NA;36.1;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Getreide insgesamt;NA;38.8;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;37.2;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Hafer;NA;27. Jan;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;78;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Roggen;NA;37.5;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Sommergerste;NA;22. Feb;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Triticale;NA;35.3;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Weizen zusammen;NA;42.7;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Wintergerste;NA;39.9;NA;2001-2006
Oberspreewald-Lausitz;Getreide;Winterweizen einschl. Dinkel;NA;43;NA;2001-2006
Oberspreewald-Lausitz;Hackfruechte;Kartoffeln zusammen;NA;311.3;NA;2001-2006
Oberspreewald-Lausitz;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;312.5;NA;2001-2006
Oberspreewald-Lausitz;Hackfruechte;Zuckerrueben;NA;NA;NA;2001-2006
Oberspreewald-Lausitz;Huelsenfruechte;Erbsen;NA;17. Sep;NA;2001-2006
Oberspreewald-Lausitz;Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Oberspreewald-Lausitz;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Oberspreewald-Lausitz;Oelfruechte;Sonnenblumen;NA;16. Sep;NA;2001-2006
Oberspreewald-Lausitz;Oelfruechte;Winterraps;NA;21. Jul;NA;2001-2006
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;46.1;NA;2001-2006
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;61.6;NA;2001-2006
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;69;NA;2001-2006
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;272.5;NA;2001-2006
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;41.3;NA;2001-2006
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;46.9;NA;2001-2006
Oder-Spree;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;43.7;NA;2001-2006
Oder-Spree;Getreide;Brotgetreide zusammen;NA;41.3;NA;2001-2006
Oder-Spree;Getreide;Futter- und Industriegetreide;NA;40.7;NA;2001-2006
Oder-Spree;Getreide;Gerste zusammen;NA;43.2;NA;2001-2006
Oder-Spree;Getreide;Getreide insgesamt;NA;41.8;NA;2001-2006
Oder-Spree;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Oder-Spree;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;41.1;NA;2001-2006
Oder-Spree;Getreide;Hafer;NA;28. Jun;NA;2001-2006
Oder-Spree;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;57.9;NA;2001-2006
Oder-Spree;Getreide;Roggen;NA;38.6;NA;2001-2006
Oder-Spree;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Oder-Spree;Getreide;Sommergerste;NA;31. Aug;NA;2001-2006
Oder-Spree;Getreide;Triticale;NA;42.3;NA;2001-2006
Oder-Spree;Getreide;Weizen zusammen;NA;52.6;NA;2001-2006
Oder-Spree;Getreide;Wintergerste;NA;45.1;NA;2001-2006
Oder-Spree;Getreide;Winterweizen einschl. Dinkel;NA;53.1;NA;2001-2006
Oder-Spree;Hackfruechte;Kartoffeln zusammen;NA;289.1;NA;2001-2006
Oder-Spree;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;289.7;NA;2001-2006
Oder-Spree;Hackfruechte;Zuckerrueben;NA;505.5;NA;2001-2006
Oder-Spree;Huelsenfruechte;Erbsen;NA;16. Mrz;NA;2001-2006
Oder-Spree;Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Oder-Spree;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Oder-Spree;Oelfruechte;Sonnenblumen;NA;18. Mrz;NA;2001-2006
Oder-Spree;Oelfruechte;Winterraps;NA;25. Apr;NA;2001-2006
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;47.7;NA;2001-2006
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;64.2;NA;2001-2006
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;67.7;NA;2001-2006
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;332.7;NA;2001-2006
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;56.1;NA;2001-2006
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;48.9;NA;2001-2006
Ostprignitz-Ruppin;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;55.2;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Brotgetreide zusammen;NA;48.3;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Futter- und Industriegetreide;NA;47.7;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Gerste zusammen;NA;52.2;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Getreide insgesamt;NA;48.9;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;48.1;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Hafer;NA;36.6;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;75.2;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Roggen;NA;45.8;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Sommergerste;NA;34.9;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Triticale;NA;45.7;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Weizen zusammen;NA;55.1;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Wintergerste;NA;55.5;NA;2001-2006
Ostprignitz-Ruppin;Getreide;Winterweizen einschl. Dinkel;NA;55.8;NA;2001-2006
Ostprignitz-Ruppin;Hackfruechte;Kartoffeln zusammen;NA;316.9;NA;2001-2006
Ostprignitz-Ruppin;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;317.1;NA;2001-2006
Ostprignitz-Ruppin;Hackfruechte;Zuckerrueben;NA;444.4;NA;2001-2006
Ostprignitz-Ruppin;Huelsenfruechte;Erbsen;NA;27. Jul;NA;2001-2006
Ostprignitz-Ruppin;Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Ostprignitz-Ruppin;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Ostprignitz-Ruppin;Oelfruechte;Sonnenblumen;NA;17. Jul;NA;2001-2006
Ostprignitz-Ruppin;Oelfruechte;Winterraps;NA;34.5;NA;2001-2006
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;53.5;NA;2001-2006
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;67;NA;2001-2006
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;75.8;NA;2001-2006
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;304.7;NA;2001-2006
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;55.2;NA;2001-2006
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;60.5;NA;2001-2006
Potsdam-Mittelmark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;56.4;NA;2001-2006
Potsdam-Mittelmark;Getreide;Brotgetreide zusammen;NA;44;NA;2001-2006
Potsdam-Mittelmark;Getreide;Futter- und Industriegetreide;NA;45.3;NA;2001-2006
Potsdam-Mittelmark;Getreide;Gerste zusammen;NA;51;NA;2001-2006
Potsdam-Mittelmark;Getreide;Getreide insgesamt;NA;44.9;NA;2001-2006
Potsdam-Mittelmark;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Potsdam-Mittelmark;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;44.3;NA;2001-2006
Potsdam-Mittelmark;Getreide;Hafer;NA;29. Sep;NA;2001-2006
Potsdam-Mittelmark;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;68.6;NA;2001-2006
Potsdam-Mittelmark;Getreide;Roggen;NA;42.7;NA;2001-2006
Potsdam-Mittelmark;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Potsdam-Mittelmark;Getreide;Sommergerste;NA;35.2;NA;2001-2006
Potsdam-Mittelmark;Getreide;Triticale;NA;43.8;NA;2001-2006
Potsdam-Mittelmark;Getreide;Weizen zusammen;NA;50.5;NA;2001-2006
Potsdam-Mittelmark;Getreide;Wintergerste;NA;53.3;NA;2001-2006
Potsdam-Mittelmark;Getreide;Winterweizen einschl. Dinkel;NA;51.1;NA;2001-2006
Potsdam-Mittelmark;Hackfruechte;Kartoffeln zusammen;NA;272.5;NA;2001-2006
Potsdam-Mittelmark;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;273.9;NA;2001-2006
Potsdam-Mittelmark;Hackfruechte;Zuckerrueben;NA;447.6;NA;2001-2006
Potsdam-Mittelmark;Huelsenfruechte;Erbsen;NA;21. Aug;NA;2001-2006
Potsdam-Mittelmark;Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Potsdam-Mittelmark;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Potsdam-Mittelmark;Oelfruechte;Sonnenblumen;NA;18;NA;2001-2006
Potsdam-Mittelmark;Oelfruechte;Winterraps;NA;30. Mrz;NA;2001-2006
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;NA;NA;2001-2006
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2001-2006
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2001-2006
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;NA;NA;2001-2006
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;NA;NA;2001-2006
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;NA;NA;2001-2006
Potsdam (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Gerste zusammen;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Getreide insgesamt;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Hafer;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Roggen;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Sommergerste;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Triticale;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Weizen zusammen;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Wintergerste;NA;NA;NA;2001-2006
Potsdam (KfS);Getreide;Winterweizen einschl. Dinkel;NA;NA;NA;2001-2006
Potsdam (KfS);Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2001-2006
Potsdam (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2001-2006
Potsdam (KfS);Hackfruechte;Zuckerrueben;NA;NA;NA;2001-2006
Potsdam (KfS);Huelsenfruechte;Erbsen;NA;NA;NA;2001-2006
Potsdam (KfS);Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Potsdam (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Potsdam (KfS);Oelfruechte;Sonnenblumen;NA;NA;NA;2001-2006
Potsdam (KfS);Oelfruechte;Winterraps;NA;NA;NA;2001-2006
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;58.3;NA;2001-2006
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;57.5;NA;2001-2006
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;72.4;NA;2001-2006
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;328.1;NA;2001-2006
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;64.4;NA;2001-2006
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;45.7;NA;2001-2006
Prignitz;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;63;NA;2001-2006
Prignitz;Getreide;Brotgetreide zusammen;NA;55.7;NA;2001-2006
Prignitz;Getreide;Futter- und Industriegetreide;NA;53.1;NA;2001-2006
Prignitz;Getreide;Gerste zusammen;NA;56.2;NA;2001-2006
Prignitz;Getreide;Getreide insgesamt;NA;55.3;NA;2001-2006
Prignitz;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Prignitz;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;54.7;NA;2001-2006
Prignitz;Getreide;Hafer;NA;42.6;NA;2001-2006
Prignitz;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;70;NA;2001-2006
Prignitz;Getreide;Roggen;NA;53;NA;2001-2006
Prignitz;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Prignitz;Getreide;Sommergerste;NA;38;NA;2001-2006
Prignitz;Getreide;Triticale;NA;51.2;NA;2001-2006
Prignitz;Getreide;Weizen zusammen;NA;59.7;NA;2001-2006
Prignitz;Getreide;Wintergerste;NA;57.6;NA;2001-2006
Prignitz;Getreide;Winterweizen einschl. Dinkel;NA;60;NA;2001-2006
Prignitz;Hackfruechte;Kartoffeln zusammen;NA;311.7;NA;2001-2006
Prignitz;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;311.7;NA;2001-2006
Prignitz;Hackfruechte;Zuckerrueben;NA;483.7;NA;2001-2006
Prignitz;Huelsenfruechte;Erbsen;NA;24. Jun;NA;2001-2006
Prignitz;Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Prignitz;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Prignitz;Oelfruechte;Sonnenblumen;NA;19. Jan;NA;2001-2006
Prignitz;Oelfruechte;Winterraps;NA;35.3;NA;2001-2006
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;56.8;NA;2001-2006
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;47.8;NA;2001-2006
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;57.9;NA;2001-2006
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;276.2;NA;2001-2006
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;49;NA;2001-2006
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;53.1;NA;2001-2006
Spree-Neiße;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;50.8;NA;2001-2006
Spree-Neiße;Getreide;Brotgetreide zusammen;NA;36.6;NA;2001-2006
Spree-Neiße;Getreide;Futter- und Industriegetreide;NA;35.6;NA;2001-2006
Spree-Neiße;Getreide;Gerste zusammen;NA;39.4;NA;2001-2006
Spree-Neiße;Getreide;Getreide insgesamt;NA;37.5;NA;2001-2006
Spree-Neiße;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Spree-Neiße;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;36.3;NA;2001-2006
Spree-Neiße;Getreide;Hafer;NA;31.6;NA;2001-2006
Spree-Neiße;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;68.7;NA;2001-2006
Spree-Neiße;Getreide;Roggen;NA;35;NA;2001-2006
Spree-Neiße;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Spree-Neiße;Getreide;Sommergerste;NA;30. Jun;NA;2001-2006
Spree-Neiße;Getreide;Triticale;NA;33.2;NA;2001-2006
Spree-Neiße;Getreide;Weizen zusammen;NA;40.5;NA;2001-2006
Spree-Neiße;Getreide;Wintergerste;NA;42.7;NA;2001-2006
Spree-Neiße;Getreide;Winterweizen einschl. Dinkel;NA;41.3;NA;2001-2006
Spree-Neiße;Hackfruechte;Kartoffeln zusammen;NA;298.8;NA;2001-2006
Spree-Neiße;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;301.5;NA;2001-2006
Spree-Neiße;Hackfruechte;Zuckerrueben;NA;529.4;NA;2001-2006
Spree-Neiße;Huelsenfruechte;Erbsen;NA;18. Mrz;NA;2001-2006
Spree-Neiße;Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Spree-Neiße;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Spree-Neiße;Oelfruechte;Sonnenblumen;NA;15. Jul;NA;2001-2006
Spree-Neiße;Oelfruechte;Winterraps;NA;23. Feb;NA;2001-2006
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;48.6;NA;2001-2006
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;68;NA;2001-2006
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;66.4;NA;2001-2006
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;285.5;NA;2001-2006
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;59.9;NA;2001-2006
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;52;NA;2001-2006
Teltow-Flaeming;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;57;NA;2001-2006
Teltow-Flaeming;Getreide;Brotgetreide zusammen;NA;48.1;NA;2001-2006
Teltow-Flaeming;Getreide;Futter- und Industriegetreide;NA;48.2;NA;2001-2006
Teltow-Flaeming;Getreide;Gerste zusammen;NA;52.6;NA;2001-2006
Teltow-Flaeming;Getreide;Getreide insgesamt;NA;49;NA;2001-2006
Teltow-Flaeming;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Teltow-Flaeming;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;48.1;NA;2001-2006
Teltow-Flaeming;Getreide;Hafer;NA;29. Aug;NA;2001-2006
Teltow-Flaeming;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;75.3;NA;2001-2006
Teltow-Flaeming;Getreide;Roggen;NA;44.5;NA;2001-2006
Teltow-Flaeming;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2001-2006
Teltow-Flaeming;Getreide;Sommergerste;NA;41.5;NA;2001-2006
Teltow-Flaeming;Getreide;Triticale;NA;44.6;NA;2001-2006
Teltow-Flaeming;Getreide;Weizen zusammen;NA;57.1;NA;2001-2006
Teltow-Flaeming;Getreide;Wintergerste;NA;54.2;NA;2001-2006
Teltow-Flaeming;Getreide;Winterweizen einschl. Dinkel;NA;57.8;NA;2001-2006
Teltow-Flaeming;Hackfruechte;Kartoffeln zusammen;NA;359.3;NA;2001-2006
Teltow-Flaeming;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;359.3;NA;2001-2006
Teltow-Flaeming;Hackfruechte;Zuckerrueben;NA;477.4;NA;2001-2006
Teltow-Flaeming;Huelsenfruechte;Erbsen;NA;27. Jan;NA;2001-2006
Teltow-Flaeming;Huelsenfruechte;Lupinen;NA;NA;NA;2001-2006
Teltow-Flaeming;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2001-2006
Teltow-Flaeming;Oelfruechte;Sonnenblumen;NA;15. Jul;NA;2001-2006
Teltow-Flaeming;Oelfruechte;Winterraps;NA;28. Aug;NA;2001-2006
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;49.6;NA;2001-2006
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;65.7;NA;2001-2006
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2001-2006
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;82.8;NA;2001-2006
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;311.6;NA;2001-2006
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;55.6;NA;2001-2006
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;60.4;NA;2001-2006
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;57.1;NA;2001-2006
Uckermark;Getreide;Brotgetreide zusammen;NA;63.4;NA;2001-2006
Uckermark;Getreide;Futter- und Industriegetreide;NA;58.7;NA;2001-2006
Uckermark;Getreide;Gerste zusammen;NA;62.2;NA;2001-2006
Uckermark;Getreide;Getreide insgesamt;NA;62.1;NA;2001-2006
Uckermark;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2001-2006
Uckermark;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;61.9;NA;2001-2006
